symbol,side,signal_time,entry_time,exit_time,entry_price,initial_stop,exit_price,quantity,exit_reason,gross_pnl,costs,net_pnl,r_multiple
INFY,long,2026-07-02 13:15:00+05:30,2026-07-02 13:20:00+05:30,2026-07-02 14:05:00+05:30,1040.3199,1038.6,1038.0807,120,stop,-268.71,74.82,-343.54,-1.6644
TCS,long,2026-07-02 13:40:00+05:30,2026-07-02 13:45:00+05:30,2026-07-02 14:05:00+05:30,2064.5318,2060.2,2063.5678,60,stop,-57.84,74.31,-132.14,-0.5084
ICICIBANK,long,2026-07-02 14:20:00+05:30,2026-07-02 14:35:00+05:30,2026-07-02 14:55:00+05:30,1400.3998,1398.0,1403.2975,89,target,257.9,74.86,183.04,0.857
SBIN,long,2026-07-02 14:45:00+05:30,2026-07-02 14:50:00+05:30,2026-07-02 14:55:00+05:30,1054.1268,1050.6,1050.0747,118,stop,-478.15,74.49,-552.64,-1.3279
SBIN,short,2026-07-03 09:35:00+05:30,2026-07-03 09:40:00+05:30,2026-07-03 09:55:00+05:30,1045.0772,1049.1,1039.5625,119,target,656.25,74.42,581.83,1.2154
AXISBANK,short,2026-07-03 10:10:00+05:30,2026-07-03 10:15:00+05:30,2026-07-03 10:45:00+05:30,1358.0206,1366.0,1360.58,92,stop,-235.46,75.03,-310.5,-0.423
HDFCBANK,long,2026-07-03 10:55:00+05:30,2026-07-03 11:00:00+05:30,2026-07-03 11:05:00+05:30,805.2524,804.0,803.598,155,stop,-256.43,74.81,-331.24,-1.7064
LT,short,2026-07-03 11:00:00+05:30,2026-07-03 11:05:00+05:30,2026-07-03 11:25:00+05:30,4043.4773,4052.0,4050.024,30,stop,-196.4,72.84,-269.24,-1.053
KOTAKBANK,short,2026-07-03 12:05:00+05:30,2026-07-03 12:10:00+05:30,2026-07-03 12:25:00+05:30,396.6016,397.25,397.4486,315,stop,-266.82,75.04,-341.85,-1.6737
ITC,short,2026-07-03 12:30:00+05:30,2026-07-03 12:35:00+05:30,2026-07-03 12:50:00+05:30,289.6551,290.45,290.5952,431,stop,-405.2,75.03,-480.23,-1.4017
INFY,short,2026-07-03 13:20:00+05:30,2026-07-03 13:30:00+05:30,2026-07-03 14:15:00+05:30,1045.1771,1050.8,1048.0237,119,stop,-338.75,74.73,-413.48,-0.6179
TCS,short,2026-07-03 14:25:00+05:30,2026-07-03 14:30:00+05:30,2026-07-03 14:55:00+05:30,2090.3542,2097.0,2095.047,59,stop,-276.88,74.08,-350.96,-0.8951
RELIANCE,long,2026-07-06 10:20:00+05:30,2026-07-06 10:25:00+05:30,2026-07-06 10:45:00+05:30,1308.1537,1304.5,1307.6459,95,stop,-48.25,74.55,-122.8,-0.3538
INFY,short,2026-07-06 11:00:00+05:30,2026-07-06 11:05:00+05:30,2026-07-06 11:20:00+05:30,1036.2816,1039.2,1036.2178,120,stop,7.66,74.61,-66.95,-0.1912
TCS,short,2026-07-06 10:50:00+05:30,2026-07-06 11:00:00+05:30,2026-07-06 11:20:00+05:30,2063.3677,2069.7,2064.9319,60,stop,-93.85,74.31,-168.16,-0.4426
AXISBANK,short,2026-07-06 11:35:00+05:30,2026-07-06 11:40:00+05:30,2026-07-06 11:55:00+05:30,1346.7263,1350.3,1349.3743,92,stop,-243.61,74.41,-318.03,-0.9673
LT,long,2026-07-06 10:40:00+05:30,2026-07-06 10:45:00+05:30,2026-07-06 11:55:00+05:30,4056.9274,4035.8999,4052.5728,30,stop,-130.64,72.99,-203.62,-0.3228
SBIN,long,2026-07-06 12:10:00+05:30,2026-07-06 12:15:00+05:30,2026-07-06 13:25:00+05:30,1047.6235,1041.7,1044.0777,119,stop,-421.96,74.67,-496.63,-0.7045
KOTAKBANK,short,2026-07-06 13:40:00+05:30,2026-07-06 13:45:00+05:30,2026-07-06 14:30:00+05:30,381.759,382.8,382.4911,327,stop,-239.4,74.97,-314.37,-0.9236
HDFCBANK,long,2026-07-06 14:30:00+05:30,2026-07-06 14:35:00+05:30,2026-07-06 14:50:00+05:30,830.9152,829.2,829.0853,150,stop,-274.5,74.7,-349.2,-1.3572
AXISBANK,long,2026-07-07 10:35:00+05:30,2026-07-07 10:40:00+05:30,2026-07-07 10:45:00+05:30,1353.1762,1347.2,1346.5264,92,stop,-611.79,74.51,-686.3,-1.2482
ITC,short,2026-07-07 11:20:00+05:30,2026-07-07 11:25:00+05:30,2026-07-07 11:40:00+05:30,286.9565,288.05,287.8939,435,stop,-407.78,75.02,-482.8,-1.0149
RELIANCE,short,2026-07-07 11:40:00+05:30,2026-07-07 11:45:00+05:30,2026-07-07 12:00:00+05:30,1311.344,1316.5,1315.6575,95,stop,-409.78,74.87,-484.65,-0.9894
LT,short,2026-07-07 12:15:00+05:30,2026-07-07 12:20:00+05:30,2026-07-07 13:00:00+05:30,3986.106,3998.2,3991.0946,31,stop,-154.65,74.19,-228.83,-0.6104
ICICIBANK,short,2026-07-07 12:35:00+05:30,2026-07-07 12:40:00+05:30,2026-07-07 13:05:00+05:30,1417.4909,1424.0,1419.2092,88,stop,-151.22,74.89,-226.11,-0.3947
KOTAKBANK,long,2026-07-07 13:55:00+05:30,2026-07-07 14:00:00+05:30,2026-07-07 14:15:00+05:30,382.5912,381.75,381.5591,326,stop,-336.45,74.73,-411.19,-1.4994
TCS,long,2026-07-07 14:05:00+05:30,2026-07-07 14:10:00+05:30,2026-07-07 14:25:00+05:30,2109.8544,2102.0,2103.9475,59,stop,-348.51,74.58,-423.09,-0.913
HDFCBANK,long,2026-07-08 09:50:00+05:30,2026-07-08 09:55:00+05:30,2026-07-08 10:00:00+05:30,834.417,830.5,830.0848,149,stop,-645.51,74.4,-719.91,-1.2335
TCS,short,2026-07-08 10:15:00+05:30,2026-07-08 10:20:00+05:30,2026-07-08 10:35:00+05:30,2075.4617,2084.1001,2085.1421,60,stop,-580.82,74.89,-655.71,-1.2651
INFY,short,2026-07-08 10:45:00+05:30,2026-07-08 10:50:00+05:30,2026-07-08 10:55:00+05:30,1065.7669,1070.0,1070.535,117,stop,-557.87,74.98,-632.85,-1.2778
ICICIBANK,short,2026-07-08 11:15:00+05:30,2026-07-08 11:20:00+05:30,2026-07-08 12:00:00+05:30,1408.4954,1413.0,1402.4392,88,target,532.94,74.21,458.73,1.1572
KOTAKBANK,short,2026-07-08 12:10:00+05:30,2026-07-08 12:15:00+05:30,2026-07-08 12:40:00+05:30,377.5112,378.35,376.441,331,target,354.22,74.87,279.35,1.0061
AXISBANK,short,2026-07-08 14:00:00+05:30,2026-07-08 14:05:00+05:30,2026-07-08 14:10:00+05:30,1321.339,1324.1,1317.8561,94,target,327.39,74.43,252.96,0.9747
ITC,short,2026-07-08 13:45:00+05:30,2026-07-08 13:50:00+05:30,2026-07-08 15:05:00+05:30,283.2583,285.0,280.7861,441,target,1090.26,74.62,1015.63,1.3223
ICICIBANK,long,2026-07-09 10:20:00+05:30,2026-07-09 10:25:00+05:30,2026-07-09 10:35:00+05:30,1399.1992,1395.0,1394.3025,89,stop,-435.81,74.59,-510.4,-1.3657
KOTAKBANK,short,2026-07-09 10:35:00+05:30,2026-07-09 10:45:00+05:30,2026-07-09 11:00:00+05:30,370.2148,372.1,371.1355,337,stop,-310.27,74.95,-385.22,-0.6063
HDFCBANK,long,2026-07-09 11:15:00+05:30,2026-07-09 11:25:00+05:30,2026-07-09 11:35:00+05:30,820.1599,818.65,818.2407,152,stop,-291.71,74.71,-366.43,-1.5966
TCS,long,2026-07-09 12:45:00+05:30,2026-07-09 12:50:00+05:30,2026-07-09 13:15:00+05:30,2059.9294,2044.4,2048.6751,60,stop,-675.26,73.95,-749.21,-0.8041
AXISBANK,short,2026-07-09 13:20:00+05:30,2026-07-09 13:25:00+05:30,2026-07-09 13:30:00+05:30,1300.8492,1304.3,1304.9522,96,stop,-393.88,75.05,-468.93,-1.4155
ITC,long,2026-07-09 14:10:00+05:30,2026-07-09 14:15:00+05:30,2026-07-09 14:40:00+05:30,283.6918,283.0,282.8585,440,stop,-366.64,74.78,-441.42,-1.4502
LT,long,2026-07-10 10:40:00+05:30,2026-07-10 10:45:00+05:30,2026-07-10 10:50:00+05:30,3935.967,3930.7,3928.7346,31,stop,-224.2,73.14,-297.35,-1.8211
ITC,short,2026-07-10 11:05:00+05:30,2026-07-10 11:15:00+05:30,2026-07-10 11:40:00+05:30,281.6591,282.4,281.2906,443,stop,163.25,74.82,88.44,0.2694
RELIANCE,long,2026-07-10 11:55:00+05:30,2026-07-10 12:00:00+05:30,2026-07-10 12:20:00+05:30,1303.4514,1300.5,1300.3495,95,stop,-294.69,74.21,-368.89,-1.3157
AXISBANK,long,2026-07-10 12:50:00+05:30,2026-07-10 12:55:00+05:30,2026-07-10 13:10:00+05:30,1323.2613,1317.6,1318.5404,94,stop,-443.77,74.5,-518.27,-0.9739
SBIN,long,2026-07-10 12:40:00+05:30,2026-07-10 12:45:00+05:30,2026-07-10 13:20:00+05:30,1037.5185,1025.8,1037.6809,120,stop,19.48,74.71,-55.23,-0.0393
HDFCBANK,long,2026-07-10 13:35:00+05:30,2026-07-10 13:40:00+05:30,2026-07-10 13:55:00+05:30,826.9132,825.1,824.7874,151,stop,-321.0,74.82,-395.82,-1.4456
AXISBANK,long,2026-07-13 09:35:00+05:30,2026-07-13 09:40:00+05:30,2026-07-13 10:10:00+05:30,1327.6635,1320.8,1324.3375,94,stop,-312.64,74.79,-387.43,-0.6005
INFY,long,2026-07-13 10:40:00+05:30,2026-07-13 10:45:00+05:30,2026-07-13 11:10:00+05:30,1076.3379,1070.6,1084.4024,116,target,935.48,75.19,860.29,1.2925
SBIN,long,2026-07-13 10:30:00+05:30,2026-07-13 10:40:00+05:30,2026-07-13 11:10:00+05:30,1041.5205,1038.0,1039.48,120,stop,-244.86,74.92,-319.78,-0.7569
RELIANCE,short,2026-07-13 11:25:00+05:30,2026-07-13 11:40:00+05:30,2026-07-13 12:05:00+05:30,1297.9507,1299.8,1299.6495,96,stop,-163.09,74.81,-237.9,-1.34
KOTAKBANK,long,2026-07-13 11:30:00+05:30,2026-07-13 11:35:00+05:30,2026-07-13 12:50:00+05:30,378.9394,377.65,380.683,329,target,573.66,74.97,498.68,1.1756
ICICIBANK,long,2026-07-13 12:15:00+05:30,2026-07-13 12:25:00+05:30,2026-07-13 13:25:00+05:30,1405.3023,1400.1,1402.2985,88,stop,-264.33,74.12,-338.45,-0.7393
INFY,short,2026-07-14 09:55:00+05:30,2026-07-14 10:00:00+05:30,2026-07-14 10:25:00+05:30,1094.5524,1098.6,1099.1493,114,stop,-524.04,75.02,-599.07,-1.2983
ICICIBANK,long,2026-07-14 10:45:00+05:30,2026-07-14 10:50:00+05:30,2026-07-14 11:10:00+05:30,1404.4018,1400.0,1410.299,89,target,524.85,75.15,449.7,1.1479
RELIANCE,long,2026-07-14 10:40:00+05:30,2026-07-14 10:45:00+05:30,2026-07-14 11:10:00+05:30,1302.3508,1297.7,1303.348,95,stop,94.73,74.26,20.47,0.0463
KOTAKBANK,short,2026-07-14 10:50:00+05:30,2026-07-14 10:55:00+05:30,2026-07-14 11:25:00+05:30,378.1608,379.95,379.0894,330,stop,-306.44,74.97,-381.41,-0.646
AXISBANK,short,2026-07-14 13:40:00+05:30,2026-07-14 13:50:00+05:30,2026-07-14 13:55:00+05:30,1304.9472,1308.0,1308.654,95,stop,-352.15,74.49,-426.64,-1.4711
ITC,short,2026-07-14 13:20:00+05:30,2026-07-14 13:25:00+05:30,2026-07-14 14:20:00+05:30,276.6116,277.0,276.1671,451,target,200.49,74.79,125.7,0.7176
ITC,long,2026-07-15 09:50:00+05:30,2026-07-15 09:55:00+05:30,2026-07-15 10:55:00+05:30,277.1885,276.2,277.0114,450,stop,-79.69,74.82,-154.51,-0.3473
AXISBANK,long,2026-07-15 11:15:00+05:30,2026-07-15 11:20:00+05:30,2026-07-15 11:35:00+05:30,1345.5725,1335.6,1340.3295,92,stop,-482.35,74.13,-556.48,-0.6065
HDFCBANK,long,2026-07-15 11:25:00+05:30,2026-07-15 11:30:00+05:30,2026-07-15 11:45:00+05:30,818.8592,816.8,816.5915,152,stop,-344.7,74.58,-419.27,-1.3395
LT,short,2026-07-15 11:20:00+05:30,2026-07-15 11:30:00+05:30,2026-07-15 12:20:00+05:30,3831.0835,3839.7,3820.0679,32,target,352.5,73.45,279.05,1.012
SBIN,long,2026-07-15 12:15:00+05:30,2026-07-15 12:20:00+05:30,2026-07-15 12:45:00+05:30,1033.2163,1029.2,1030.8843,120,stop,-279.84,74.31,-354.14,-0.7348
KOTAKBANK,short,2026-07-15 12:50:00+05:30,2026-07-15 12:55:00+05:30,2026-07-15 13:00:00+05:30,378.3108,379.05,377.3905,330,target,303.68,74.81,228.87,0.9382
TCS,long,2026-07-15 13:55:00+05:30,2026-07-15 14:00:00+05:30,2026-07-15 15:15:00+05:30,2197.7983,2186.5,2185.4068,56,stop,-693.93,73.64,-767.56,-1.2131
HDFCBANK,short,2026-07-16 09:30:00+05:30,2026-07-16 09:35:00+05:30,2026-07-16 10:40:00+05:30,812.5935,814.5,811.8557,153,stop,112.88,74.56,38.32,0.1314
ICICIBANK,short,2026-07-16 10:30:00+05:30,2026-07-16 10:35:00+05:30,2026-07-16 10:45:00+05:30,1408.2955,1411.9,1412.606,88,stop,-379.32,74.47,-453.79,-1.4306
KOTAKBANK,long,2026-07-16 10:15:00+05:30,2026-07-16 10:30:00+05:30,2026-07-16 11:05:00+05:30,380.2901,379.2,379.81,328,stop,-157.46,74.79,-232.25,-0.6496
SBIN,long,2026-07-16 10:45:00+05:30,2026-07-16 10:50:00+05:30,2026-07-16 11:10:00+05:30,1032.8162,1029.3,1030.9842,121,stop,-221.67,74.92,-296.58,-0.6971
ITC,long,2026-07-16 10:00:00+05:30,2026-07-16 10:05:00+05:30,2026-07-16 11:15:00+05:30,278.139,277.45,277.761,449,stop,-169.7,74.88,-244.58,-0.7906
AXISBANK,short,2026-07-16 11:30:00+05:30,2026-07-16 11:35:00+05:30,2026-07-16 11:40:00+05:30,1301.4489,1304.0,1304.652,96,stop,-307.5,75.06,-382.55,-1.562
TCS,long,2026-07-16 12:20:00+05:30,2026-07-16 12:25:00+05:30,2026-07-16 12:50:00+05:30,2225.7124,2221.1001,2219.9895,56,stop,-320.48,74.69,-395.17,-1.5299
KOTAKBANK,long,2026-07-17 09:30:00+05:30,2026-07-17 09:35:00+05:30,2026-07-17 09:40:00+05:30,380.24,378.9,378.7105,328,stop,-501.67,74.68,-576.35,-1.3113
RELIANCE,long,2026-07-17 09:35:00+05:30,2026-07-17 09:40:00+05:30,2026-07-17 10:10:00+05:30,1313.8566,1307.1,1318.3405,95,stop,425.98,75.02,350.96,0.5468
AXISBANK,long,2026-07-17 10:05:00+05:30,2026-07-17 10:10:00+05:30,2026-07-17 10:15:00+05:30,1318.0587,1314.3,1323.0349,94,target,467.76,74.48,393.28,1.1131
LT,long,2026-07-17 10:15:00+05:30,2026-07-17 10:20:00+05:30,2026-07-17 10:35:00+05:30,3791.5948,3779.6001,3780.109,32,stop,-367.55,72.69,-440.23,-1.1469
ITC,long,2026-07-17 10:00:00+05:30,2026-07-17 10:15:00+05:30,2026-07-17 10:45:00+05:30,280.8404,279.9,279.86,445,stop,-436.26,74.85,-511.11,-1.2214
SBIN,long,2026-07-17 10:50:00+05:30,2026-07-17 10:55:00+05:30,2026-07-17 11:10:00+05:30,1044.0217,1040.7,1040.6794,119,stop,-397.75,74.42,-472.17,-1.1945
HDFCBANK,long,2026-07-17 11:20:00+05:30,2026-07-17 11:25:00+05:30,2026-07-17 12:50:00+05:30,819.4095,817.15,817.2912,152,stop,-321.99,74.63,-396.62,-1.1548
ICICIBANK,long,2026-07-17 14:10:00+05:30,2026-07-17 14:15:00+05:30,2026-07-17 14:30:00+05:30,1444.0217,1436.8,1438.6803,86,stop,-459.36,74.37,-533.73,-0.8594
INFY,short,2026-07-20 10:10:00+05:30,2026-07-20 10:15:00+05:30,2026-07-20 10:20:00+05:30,1089.6549,1093.0,1093.5465,114,stop,-443.65,74.67,-518.31,-1.3592
ITC,long,2026-07-20 10:30:00+05:30,2026-07-20 10:45:00+05:30,2026-07-20 10:55:00+05:30,281.7408,280.9,282.8605,443,target,496.03,75.04,421.0,1.1303
TCS,short,2026-07-20 09:25:00+05:30,2026-07-20 09:35:00+05:30,2026-07-20 12:05:00+05:30,2254.872,2268.0,2252.9259,55,stop,107.03,74.38,32.65,0.0452
LT,short,2026-07-20 12:25:00+05:30,2026-07-20 12:35:00+05:30,2026-07-20 12:50:00+05:30,3808.095,3816.2,3818.1081,32,stop,-320.42,73.21,-393.63,-1.5177
KOTAKBANK,long,2026-07-20 13:45:00+05:30,2026-07-20 13:50:00+05:30,2026-07-20 14:15:00+05:30,381.7908,381.15,382.5606,327,target,251.74,74.98,176.76,0.8435
INFY,long,2026-07-21 09:25:00+05:30,2026-07-21 09:30:00+05:30,2026-07-21 09:35:00+05:30,1094.9472,1090.1,1089.5549,114,stop,-614.72,74.71,-689.43,-1.2476
KOTAKBANK,short,2026-07-21 10:15:00+05:30,2026-07-21 10:20:00+05:30,2026-07-21 10:25:00+05:30,380.9095,382.25,382.4411,328,stop,-502.39,75.11,-577.5,-1.3134
LT,short,2026-07-21 10:30:00+05:30,2026-07-21 10:35:00+05:30,2026-07-21 10:55:00+05:30,3826.086,3832.3,3831.915,32,stop,-186.53,73.52,-260.04,-1.3077
SBIN,short,2026-07-21 10:35:00+05:30,2026-07-21 10:50:00+05:30,2026-07-21 11:05:00+05:30,1052.3736,1055.6,1054.3269,118,stop,-230.5,74.58,-305.08,-0.8013
RELIANCE,short,2026-07-21 11:15:00+05:30,2026-07-21 11:20:00+05:30,2026-07-21 12:50:00+05:30,1313.1431,1316.5,1308.7619,95,target,416.22,74.72,341.49,1.0708
TCS,short,2026-07-21 12:15:00+05:30,2026-07-21 12:30:00+05:30,2026-07-21 12:55:00+05:30,2219.8895,2228.3999,2223.0109,56,stop,-174.8,74.64,-249.44,-0.5234
ICICIBANK,short,2026-07-21 13:00:00+05:30,2026-07-21 13:05:00+05:30,2026-07-21 13:20:00+05:30,1457.9706,1464.6,1464.4318,85,stop,-549.2,74.52,-623.72,-1.1069
HDFCBANK,short,2026-07-21 13:40:00+05:30,2026-07-21 13:45:00+05:30,2026-07-21 14:15:00+05:30,763.9178,765.8,761.4752,163,target,398.16,74.59,323.56,1.0547
ITC,short,2026-07-22 09:25:00+05:30,2026-07-22 09:30:00+05:30,2026-07-22 11:10:00+05:30,279.4102,280.5,279.5897,447,stop,-80.25,74.96,-155.21,-0.3186
RELIANCE,short,2026-07-22 11:10:00+05:30,2026-07-22 11:15:00+05:30,2026-07-22 11:20:00+05:30,1289.355,1291.4,1292.0457,96,stop,-258.31,74.34,-332.65,-1.6944
TCS,long,2026-07-22 11:30:00+05:30,2026-07-22 11:40:00+05:30,2026-07-22 12:00:00+05:30,2223.8113,2219.8,2220.0894,56,stop,-208.43,74.66,-283.09,-1.2602
ICICIBANK,short,2026-07-22 11:50:00+05:30,2026-07-22 11:55:00+05:30,2026-07-22 12:15:00+05:30,1446.4764,1449.4,1442.8119,86,target,315.14,74.54,240.6,0.9569
INFY,short,2026-07-22 12:00:00+05:30,2026-07-22 12:05:00+05:30,2026-07-22 12:15:00+05:30,1055.5719,1057.8,1058.3289,118,stop,-325.33,74.83,-400.16,-1.522
KOTAKBANK,short,2026-07-22 11:45:00+05:30,2026-07-22 11:55:00+05:30,2026-07-22 12:15:00+05:30,381.0594,382.1,381.0404,328,stop,6.21,74.99,-68.78,-0.2015
HDFCBANK,short,2026-07-22 13:00:00+05:30,2026-07-22 13:05:00+05:30,2026-07-22 13:15:00+05:30,750.6245,751.85,752.2259,166,stop,-265.83,74.84,-340.67,-1.6747
SBIN,short,2026-07-22 13:25:00+05:30,2026-07-22 13:30:00+05:30,2026-07-22 13:35:00+05:30,1020.9893,1022.8,1023.3114,122,stop,-283.3,74.82,-358.12,-1.6211
LT,short,2026-07-22 13:00:00+05:30,2026-07-22 13:05:00+05:30,2026-07-22 13:40:00+05:30,3815.2914,3825.3,3822.1101,32,stop,-218.2,73.32,-291.52,-0.9102
KOTAKBANK,long,2026-07-23 09:50:00+05:30,2026-07-23 09:55:00+05:30,2026-07-23 10:50:00+05:30,383.0914,381.2,384.0579,326,stop,315.06,75.03,240.03,0.3893
HDFCBANK,short,2026-07-23 11:50:00+05:30,2026-07-23 11:55:00+05:30,2026-07-23 12:00:00+05:30,745.1273,746.45,746.8232,167,stop,-283.23,74.75,-357.98,-1.6205
TCS,long,2026-07-23 11:45:00+05:30,2026-07-23 11:50:00+05:30,2026-07-23 12:00:00+05:30,2222.0104,2216.5,2229.1607,56,target,400.42,74.78,325.64,1.0553
INFY,long,2026-07-23 11:50:00+05:30,2026-07-23 11:55:00+05:30,2026-07-23 12:20:00+05:30,1051.9257,1047.3,1049.9748,118,stop,-230.21,74.41,-304.62,-0.5581
SBIN,short,2026-07-23 12:10:00+05:30,2026-07-23 12:15:00+05:30,2026-07-23 12:30:00+05:30,1014.4925,1015.9,1012.8874,123,target,197.43,74.81,122.62,0.7083
AXISBANK,short,2026-07-23 14:05:00+05:30,2026-07-23 14:10:00+05:30,2026-07-23 14:20:00+05:30,1222.7883,1224.9,1225.5125,102,stop,-277.86,74.92,-352.78,-1.6378
RELIANCE,short,2026-07-23 14:40:00+05:30,2026-07-23 14:45:00+05:30,2026-07-23 14:50:00+05:30,1271.9637,1273.9,1269.6937,98,target,222.46,74.72,147.73,0.7785
LT,short,2026-07-23 14:40:00+05:30,2026-07-23 14:45:00+05:30,2026-07-23 14:55:00+05:30,3779.2095,3789.2,3791.0946,33,stop,-392.21,74.95,-467.15,-1.417
ICICIBANK,short,2026-07-24 10:30:00+05:30,2026-07-24 10:35:00+05:30,2026-07-24 10:40:00+05:30,1421.289,1424.7,1425.4123,87,stop,-358.73,74.3,-433.03,-1.4592
ITC,long,2026-07-24 10:20:00+05:30,2026-07-24 10:25:00+05:30,2026-07-24 10:40:00+05:30,282.2911,281.2,281.909,442,stop,-168.89,74.81,-243.7,-0.5054
RELIANCE,long,2026-07-24 11:10:00+05:30,2026-07-24 11:15:00+05:30,2026-07-24 11:20:00+05:30,1275.6375,1272.6,1279.5537,97,target,379.87,74.36,305.51,1.0369
KOTAKBANK,long,2026-07-24 11:40:00+05:30,2026-07-24 11:45:00+05:30,2026-07-24 12:05:00+05:30,383.8919,382.95,383.1083,325,stop,-254.65,74.78,-329.43,-1.0762
AXISBANK,long,2026-07-24 11:50:00+05:30,2026-07-24 11:55:00+05:30,2026-07-24 12:20:00+05:30,1224.1118,1219.6,1221.8888,102,stop,-226.75,74.85,-301.59,-0.6554
HDFCBANK,long,2026-07-24 12:25:00+05:30,2026-07-24 12:30:00+05:30,2026-07-24 14:20:00+05:30,746.423,742.45,744.7774,167,stop,-274.81,74.71,-349.52,-0.5268
LT,long,2026-07-24 13:10:00+05:30,2026-07-24 13:15:00+05:30,2026-07-24 14:30:00+05:30,3794.2961,3787.0,3791.1035,32,stop,-102.16,72.82,-174.98,-0.7495
HDFCBANK,short,2026-07-27 09:50:00+05:30,2026-07-27 09:55:00+05:30,2026-07-27 10:50:00+05:30,741.1792,744.05,741.3705,168,stop,-32.14,74.72,-106.86,-0.2216
TCS,long,2026-07-27 10:55:00+05:30,2026-07-27 11:00:00+05:30,2026-07-27 11:10:00+05:30,2304.7519,2295.7,2294.5521,54,stop,-550.79,74.51,-625.3,-1.2792
AXISBANK,short,2026-07-27 11:20:00+05:30,2026-07-27 11:30:00+05:30,2026-07-27 11:45:00+05:30,1225.0871,1227.2,1226.0127,102,stop,-94.41,75.0,-169.42,-0.7861
LT,short,2026-07-27 12:40:00+05:30,2026-07-27 12:50:00+05:30,2026-07-27 12:55:00+05:30,3804.097,3809.8999,3811.8049,32,stop,-246.65,73.11,-319.76,-1.722
RELIANCE,short,2026-07-27 12:20:00+05:30,2026-07-27 12:35:00+05:30,2026-07-27 13:00:00+05:30,1278.3605,1280.1,1280.54,97,stop,-211.41,74.46,-285.87,-1.6943
KOTAKBANK,short,2026-07-27 12:50:00+05:30,2026-07-27 12:55:00+05:30,2026-07-27 13:15:00+05:30,383.858,384.85,384.9424,325,stop,-352.43,74.96,-427.39,-1.3256
INFY,long,2026-07-27 12:55:00+05:30,2026-07-27 13:00:00+05:30,2026-07-27 13:25:00+05:30,1079.5395,1077.6,1078.9603,115,stop,-66.61,74.47,-141.08,-0.6325
ICICIBANK,long,2026-07-27 13:40:00+05:30,2026-07-27 13:45:00+05:30,2026-07-27 14:15:00+05:30,1440.5199,1437.9,1443.7276,86,target,275.86,74.41,201.45,0.8941
ITC,short,2026-07-27 14:35:00+05:30,2026-07-27 14:50:00+05:30,2026-07-28 09:25:00+05:30,285.7071,286.55,286.6933,437,stop,-430.96,75.04,-506.0,-1.3737
AXISBANK,long,2026-07-28 10:10:00+05:30,2026-07-28 10:15:00+05:30,2026-07-28 10:25:00+05:30,1233.3163,1228.3,1227.6859,101,stop,-568.67,74.57,-643.24,-1.2696
ICICIBANK,short,2026-07-28 10:25:00+05:30,2026-07-28 10:30:00+05:30,2026-07-28 10:35:00+05:30,1435.282,1440.0,1440.72,87,stop,-473.11,75.06,-548.17,-1.3355
LT,short,2026-07-28 10:00:00+05:30,2026-07-28 10:05:00+05:30,2026-07-28 10:35:00+05:30,3797.1005,3808.3999,3803.7009,32,stop,-211.21,72.97,-284.18,-0.7859
HDFCBANK,long,2026-07-28 12:05:00+05:30,2026-07-28 12:10:00+05:30,2026-07-28 12:15:00+05:30,740.1699,738.5,738.1308,168,stop,-342.58,74.51,-417.08,-1.4867
INFY,long,2026-07-28 11:45:00+05:30,2026-07-28 11:50:00+05:30,2026-07-28 12:25:00+05:30,1111.8557,1107.0,1112.0437,112,stop,21.05,74.72,-53.67,-0.0987
SBIN,short,2026-07-28 12:55:00+05:30,2026-07-28 13:00:00+05:30,2026-07-28 13:40:00+05:30,1014.4925,1016.1,1012.5873,123,target,234.34,74.8,159.54,0.8069
ITC,long,2026-07-29 10:25:00+05:30,2026-07-29 10:40:00+05:30,2026-07-29 10:45:00+05:30,287.8439,287.35,287.2063,434,stop,-276.69,74.87,-351.56,-1.6402
KOTAKBANK,long,2026-07-29 12:05:00+05:30,2026-07-29 12:10:00+05:30,2026-07-29 12:30:00+05:30,390.6452,388.5,389.2553,319,stop,-443.39,74.64,-518.03,-0.757
SBIN,short,2026-07-29 13:40:00+05:30,2026-07-29 13:45:00+05:30,2026-07-29 14:10:00+05:30,1011.5939,1014.1,1014.3069,123,stop,-333.69,74.76,-408.45,-1.3251
INFY,long,2026-07-29 13:40:00+05:30,2026-07-29 13:45:00+05:30,2026-07-29 14:35:00+05:30,1158.0787,1153.2,1155.8218,107,stop,-241.49,74.28,-315.77,-0.6049
SBIN,long,2026-07-30 09:50:00+05:30,2026-07-30 09:55:00+05:30,2026-07-30 10:10:00+05:30,1016.508,1012.4,1012.7933,122,stop,-453.19,74.27,-527.46,-1.0525
HDFCBANK,short,2026-07-30 10:10:00+05:30,2026-07-30 10:15:00+05:30,2026-07-30 10:35:00+05:30,745.677,747.7,748.0739,167,stop,-400.28,74.84,-475.12,-1.4063
LT,long,2026-07-30 10:55:00+05:30,2026-07-30 11:00:00+05:30,2026-07-30 11:15:00+05:30,3935.5669,3928.6001,3944.0441,31,target,262.79,73.28,189.51,0.8775
RELIANCE,long,2026-07-30 10:35:00+05:30,2026-07-30 10:40:00+05:30,2026-07-30 11:30:00+05:30,1284.542,1281.3,1288.7602,97,target,409.16,74.88,334.28,1.063
AXISBANK,short,2026-07-30 11:50:00+05:30,2026-07-30 11:55:00+05:30,2026-07-30 12:30:00+05:30,1222.4884,1224.4,1223.5115,102,stop,-104.35,74.85,-179.2,-0.919
